Reporting period end,Subject,Category,Data Item,Class of business group,Class of business category,Class of business,Reporting year basis,Accident/underwriting year,Development year,Value,Notes
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Other,Travel,Accident year,2008,7,0,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Other,Travel,Accident year,2007,8,0,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Other,Travel,Accident year,2006,9,0,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Other,Travel,Accident year,2005,10,0,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Other,Travel,Accident year,,11,27000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Mortgage,Mortgage,Accident year,2014,1,-11000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Mortgage,Mortgage,Accident year,2013,2,19000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Mortgage,Mortgage,Accident year,2012,3,31000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Mortgage,Mortgage,Accident year,2011,4,#N/A,Data have been masked to maintain confidentiality.
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Mortgage,Mortgage,Accident year,2010,5,#N/A,Data have been masked to maintain confidentiality.
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Mortgage,Mortgage,Accident year,2009,6,#N/A,Data have been masked to maintain confidentiality.
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Mortgage,Mortgage,Accident year,2008,7,#N/A,Data have been masked to maintain confidentiality.
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Mortgage,Mortgage,Accident year,2007,8,#N/A,Data have been masked to maintain confidentiality.
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Mortgage,Mortgage,Accident year,2006,9,#N/A,Data have been masked to maintain confidentiality.
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Mortgage,Mortgage,Accident year,2005,10,#N/A,Data have been masked to maintain confidentiality.
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Mortgage,Mortgage,Accident year,,11,-26000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Long-tail,Compulsory third party (CTP) motor vehicle,Accident year,2014,1,-146000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Long-tail,Compulsory third party (CTP) motor vehicle,Accident year,2013,2,-249000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Long-tail,Compulsory third party (CTP) motor vehicle,Accident year,2012,3,-193000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Long-tail,Compulsory third party (CTP) motor vehicle,Accident year,2011,4,-179000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Long-tail,Compulsory third party (CTP) motor vehicle,Accident year,2010,5,-114000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Long-tail,Compulsory third party (CTP) motor vehicle,Accident year,2009,6,-67000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Long-tail,Compulsory third party (CTP) motor vehicle,Accident year,2008,7,-82000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Long-tail,Compulsory third party (CTP) motor vehicle,Accident year,2007,8,-34000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Long-tail,Compulsory third party (CTP) motor vehicle,Accident year,2006,9,-13000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Long-tail,Compulsory third party (CTP) motor vehicle,Accident year,2005,10,8000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Long-tail,Compulsory third party (CTP) motor vehicle,Accident year,,11,-23000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Long-tail,Employers' liability,Accident year,2014,1,10000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Long-tail,Employers' liability,Accident year,2013,2,-42000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Long-tail,Employers' liability,Accident year,2012,3,-25000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Long-tail,Employers' liability,Accident year,2011,4,-23000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Long-tail,Employers' liability,Accident year,2010,5,-18000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Long-tail,Employers' liability,Accident year,2009,6,-6000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Long-tail,Employers' liability,Accident year,2008,7,-2000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Long-tail,Employers' liability,Accident year,2007,8,-9000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Long-tail,Employers' liability,Accident year,2006,9,-1000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Long-tail,Employers' liability,Accident year,2005,10,-6000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Long-tail,Employers' liability,Accident year,,11,-104000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Long-tail,Professional indemnity,Accident year,2014,1,17000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Long-tail,Professional indemnity,Accident year,2013,2,120000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Long-tail,Professional indemnity,Accident year,2012,3,-4000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Long-tail,Professional indemnity,Accident year,2011,4,-74000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Long-tail,Professional indemnity,Accident year,2010,5,-28000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Long-tail,Professional indemnity,Accident year,2009,6,-34000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Long-tail,Professional indemnity,Accident year,2008,7,-75000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Long-tail,Professional indemnity,Accident year,2007,8,-9000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Long-tail,Professional indemnity,Accident year,2006,9,-8000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Long-tail,Professional indemnity,Accident year,2005,10,-4000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Long-tail,Professional indemnity,Accident year,,11,-25000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Long-tail,Public and product liability,Accident year,2014,1,58000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Long-tail,Public and product liability,Accident year,2013,2,35000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Long-tail,Public and product liability,Accident year,2012,3,-27000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Long-tail,Public and product liability,Accident year,2011,4,-34000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Long-tail,Public and product liability,Accident year,2010,5,-68000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Long-tail,Public and product liability,Accident year,2009,6,-82000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Long-tail,Public and product liability,Accident year,2008,7,-5000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Long-tail,Public and product liability,Accident year,2007,8,6000000,
12/31/2015,Gross,Ultimate cost change,Change in gross ultimate cost (inflated and undiscounted) by class of business,Direct business,Long-tail,Public and product liability,Accident year,2006,9,31000000,
